"tightly
closely","tightly, closely","tightly, closely",,
tiny,tiny,tiny,,
tire,tire,tire,,
tired,fatigué,tired,,
tired,tired,tired,,
tired,tired in one's muscles,tired in one's muscles,,
"tired of
weary of","tired of, weary of","tired of, weary of",,
"tired
stiff","tired, stiff","tired, stiff",,
to,to,to,,
,to a river,to a river,,
bathe,to bathe,bathe,,
alive,to be alive,alive,,
bloom,to bloom,bloom,,
"break
separate (V)","to break, to separate from a whole","break, separate from a whole",,
bring,to bring s.o. [to a given reference point],bring [to a given reference point],,
,to catch a glimpse of s.o.,catch a glimpse of,,
change,to change,change,,
,to check up on s.o. (visually),check up on (visually),,
circle (V),to circle,circle,,
clean (V),to clean things,clean,,
cross (V),to cross ,cross ,,
cry,to cry,cry,,
dig,to dig,dig,,
"disappear
vanish","to disappear from sight, vanish","disappear, vanish",,
do again,to do… again,do… again,,
eat,to eat,eat,,
excess,to excess,to excess,,
,to exhaustion,to exhaustion,,
exist,to exist,exist,,
extinct,to extinction,to extinction,,
fear (V),to fear,fear,,
find (V),to find,find,,
fish (V),to fish,fish,,
"gape
stare","to gape at s.o., stare at s.o.","gape at, stare at",,
,to go and do s.t.,go and do,,
,to go over and down,go over and down,,
"guard
watch over",to guard or watch over s.o.,"guard, watch over",,
"guard
watch over",to guard or watch over s.o. very closely,"guard, watch over very closely",,
,to happen thus,happen thus,,
"heal
cure (V)","to heal, cure","heal, cure",,
,to here,to here,,
,to here (see: from there),to here (see: from there),,
,to hit with a missile,to hit with a missile,CLASSIC ALGONQ DEF - WHAT TO DO?,
,to home,to home,,
hunt (V),to hunt,hunt,,
join,to join,join,,
know,"to know s.t., to have learned s.t.",know,to have learned,
look at,to look at s.o.,look at,,
,"to look at s.o. over there, from here","look at over there, from here",,
look for,to look for s.o.,look for,,
look for,to look for s.t.,look for,,
open (V),to open,to open,,
,to outside,to outside,,
,to pieces,to pieces,,
place (V),to place,place,,
,to pull s.o. down off s.t.,pull s.o. down off s.t.,,
rain (V),to rain,rain,,
,"to run downward, downhill","run downward, downhill",,
say,to say so,say so,,
scatter,to scatter bits,scatter bits,,
see,to see,see,,
see,to see s.o.,see,,
see,to see s.t.,see,,
,"to see s.t. by oneself, for oneself","see s.t. by oneself, for oneself",,
,"to see s.t. up close, magnified","see up close, magnified",,
shake,to shake,shake,,
shape (V),to shape,shape,,
sharpen,to sharpen,sharpen,,
skin (V),to skin,skin,,
sleep (V),to sleep,sleep,,
,to speaker,to speaker,,
spit (V),to spit,spit,,
steal,to steal,steal,,
stink,to stink,stink,,
,to such an extent,to such an extent,,
,to such degree,to such degree,,
"all
throughout
entire","to such extent, all, throughout, entire, in such amount","all, throughout, entire","to such extent, in such amount",
,"to such extent, as long as","to such extent, as long as",,
,to such intensity,to such intensity,,
suckle,to suckle,suckle,,
swell,to swell,swell,,
swing (V),to swing,swing,,
"thus
so","to that place (rel.); thus, so, like that (rel.)","thus, so",to that place (rel.); like that (rel.),
,to the end,to the end,,
,to the water,to the water,,
thither,"to there, over there",,"to there, over there",
touch,to touch,touch,,
,"to try and..., to seek to...","try and..., to seek to...",,
,to turn inside out ,turn inside out ,,
,to watch s.o. closely,watch closely,,
,"to watch s.o. continuously, keep them in sight","watch continuously, keep in sight",,
,to watch s.o. in order to learn s.t.,watch in order to learn,,
,to where,to where,,
yearn,to yearn,yearn,,
"to
like","to, like","to, like",,
"to
toward","to, toward","to, toward",,
tobacco,tobacco,tobacco,,
together,together,together,,
together,together with,together with,,
"together
joined","together, joined, in a row","together, joined",in a row,
,too much,too much,,
,top layer,top layer,,
"top (N)
summit
apex","top, summit, apex","top, summit, apex",,
torn,torn,torn,,
touch,touch,touch,,
"touch
catch","touch, catch","touch, catch",,
askew,tout de travers,all askew,,
toward,toward,toward,,
,toward here,toward here,,
,toward middle marsh,toward middle marsh,,
toward,toward; from there to here,toward,from there to here,
"town
village","town, village","town, village",,
tracks,tracks,tracks,,
trade,trade,trade,,
"trade
borrow","trade, borrow","trade, borrow",,
tragic,tragic??,tragic??,,
transport,transport,transport,,
"trap
lasso","trap, lasso","trap, lasso",,
trapped,trapped,trapped,,
tree,tree,tree,,
tremble,tremble,tremble,,
three,trois,three,,
too,trop,too,,
trouble,trouble,trouble,,
"trouble
bad
sorry","trouble, bad, sorry","trouble, bad, sorry",,
true ,true ,true ,,
"true
correct","true, correct","true, correct",,
true ,true,true,,
"truly
really","truly, really","truly, really",,
truth,truth,truth,,
try,try,try,,
try,try to,try to,,
try,try to do s.t.,try to do s.t.,,
"try
look for","try, look for","try, look for",,
"try
seek","try, seek","try, seek",,
"try
test","try, test","try, test",,
,"tube, throat","tube, throat",,
turn around,"turn around, change direction",turn around,change direction,
turn,turn,turn,,
turn around,turn around,turn around,,
"turn around
opposite","turn around, opposite","turn around, opposite",,
turn over,turn over,turn over,,
"turn over
flip","turn over, flip over","turn over, flip",,
"turn
circle (V)","turn, circle","turn, circle",,
"turn
move","turn, move","turn, move",,
"turn
tip","turn, tip","turn, tip",,
turtle,turtle,turtle,,
twinkle,twinkle,twinkle,,
twisted,twisted,twisted,,
two,two,two,,
unable,unable,unable,,
unable,unable to,unable to,,
"unable
cannot","unable, cannot","unable, cannot",,
uncertain,uncertain,uncertain,,
"uncertain
in vain","uncertain, in vain","uncertain, in vain",,
uncomfortable,uncomfortable,uncomfortable,,
unconscious,unconscious,unconscious,,
display,"uncover by hand, produce from place of concealment, display",display,"uncover by hand, produce from place of concealment, ",
uncover,"uncover, break open by hand",uncover,break open by hand,
uncovered,uncovered,uncovered,,
under,under,under,,
shelter (V),"under cover, to shelter",,under cover,
"under
below","under, below","under, below",,
"under
beneath","under, beneath","under, beneath",,
"under
bottom","under, bottom","under, bottom",,
"under
bury","under, bury","under, bury",,
"under
underneath","under, underneath","under, underneath",,
underneath,underneath,underneath,,
underneath,underneeth,underneeth,,
understand,understand,understand,,
"understand
recognize","understand, recognize","understand, recognize",,
uniform,uniform,uniform,,
"unite
together
pound
crush","unite, together; pound, crush","unite, together; pound, crush",,
"unite
come together","uniting, coming together","unite, come together",,
untie,untie,untie,,
"untie
loosen","untie, loosen","untie, loosen",,
,until dark; all day,until dark; all day,,
up,up,up,,
,up (along a surface),up (along a surface),,
,"up there on top, up there at the summit","up there on top, up there at the summit",,
up to,up to a given point or place,up to,,
"up
above","up, above","up, above",,
"up
away","up, away","up, away",,
"up
high","up, high","up, high",,
"up
upward
uphill","up, upward, uphill","up, upward, uphill",,
uphill,"uphill, on a mountain",uphill,on a mountain,
upon,upon,upon,,
upright,upright,upright,,
upriver,upriver,upriver,,
upriver,upriver; to the west,upriver,to the west,
"uproot
yank
doff
free","uproot, yank, doff, free","uproot, yank, doff, free",,
,upside down,upside down,,
backwards,"upside down, backwards",backwards,upside down,
upstream,upstream,upstream,,
upward,upward,upward,,
upward,"upward, into the air",upward,into the air,
"upward
above","upward, non-surface contact; above, non-surface contact",upward; above,,
upward,"upward, up into the air",upward,up into the air,
upward,"upward, usually with surface contact","upward, usually with surface contact",,
urinate,urinate,urinate,,
urinate,uriner,urinate,,
use,use,use,,
"use
serve","use, serve","use, serve",,
"used up
exhausted
depleted","used up, exhausted, depleted","used up, exhausted, depleted",,
useful,useful,useful,,
useless,useless,useless,,
variegated,variegated,variegated,,
variety,variety,variety,,
various,various,various,,
upstream,vers l'amont,upstream,,
downstream,vers l'aval,downstream,,
,"vers l'eau, la côte","towards the water, the coast",,
,vers la décharge,to landfill,,
,vers le centre,to the center,,
,vers le rivage,to the shore,,
very,very,very,,
bad,very bad,very bad,,
,"very long time, very far","very long time, very far",,
small,very small,very small,,
shortcut,via shortcut,via shortcut,,
"vigorously
hard","vigorously, hard","vigorously, hard",,
,violent movement,violent movement,,
virile,viril,virile,,
"visible
exposed","visible, à découvert","visible, exposed",,
vomit,vomit,vomit,,
wagon,wagon,wagon,,
robe,wagon-robe,wagon-robe,,
wait,wait,wait,,
wake up,wake (someone) up,wake up,,
waken,waken,waken,,
walnut,walnut,walnut,,
waltes,waltes game,waltes game,,
wander,wander,wander,,
want,want,want,,
,want to do s.t.,want to do s.t.,,
"want
intend","want to, intend","want, intend",,
warm,warm,warm,,
,warm weather,warm weather,,
"warm
hot","warm, hot","warm, hot",,
warrior,warrior,warrior,,
wash,wash,wash,,
"wash
wipe","wash, wipe","wash, wipe",,
"wash
wipe
scrub
scrape
scratch
itch","wash, wipe, scrub, scrape, scratch, itch","wash, wipe, scrub, scrape, scratch, itch",,
watch,watch,watch,,
"watch
ambush","watch, lie in ambush","watch, ambush",,
"watch
tend
care
attention","watch, tend, care, attention","watch, tend, care, attention",,
water,water,water,,
"water
wet","water, wet","water, wet",,
wave,wave,wave,,
"obstruct
block
interrupt","way (be in), obstruct, block, interrupt","obstruct, block, interrupt",way (be in),
weak,weak,weak,,
"weak
exhausted","weak, exhausted","weak, exhausted",,
wear,wear,wear,,
"weep
go for",weep; go for,weep; go for,,
well,well,well,,
,"well, clearly (sensory quality)","well, clearly (sensory quality)",,
"well
good","well, good","well, good",,
wet,wet,wet,,
"wet
liquid","wet, liquid","wet, liquid",,
"wet
soaked","wet, soaked with water","wet, soaked",,
what,what,what,,
what,what is it?,what is it?,,
"what
how","what, how","what, how",,
"what
something","what, something","what, something",,
what,what?,what?,,
when,when,when,,
,à la fonte des neiges,when the snow melts,,
where,where,where,,
"where
while
during
how","where, while, how","where, while, how",,
"while
during",while,while,,
"while
during","while, during","while, during",,
whistle,whistle,whistle,,
white,white,white,,
"white
light
see","white, light, see","white, light, see",,
white,whitish,whitish,,
whittle,whittle,whittle,,
who,who,who,,
who,who is it,who is it,,
who,"who, somebody indefinite",who,somebody indefinite,
whole,whole,whole,,
"whole
all","whole, all","whole, all",,
"whole
alone
only","whole, alone, only","whole, alone, only",,
"whole
complete","whole, complete","whole, complete",,
why,why,why,,
"why
from","why, from","why, from",,
wide,wide,wide,,
widow,widow,widow,,
wife,wife,wife,,
wiggle,wiggle,wiggle,,
wild,wild,wild,,
wild rice,wild rice,wild rice,,
wind,wind,wind,,
"windigo
owl","windigo, owl","windigo, owl",,
windy,windy,windy,,
winter,winter,winter,,
wipe,wipe,wipe,,
"wipe
rub
wash","wipe, rub, wash","wipe, rub, wash",,
"wipe
wash","wipe, wash","wipe, wash",,
with,with,with,,
quickly,"with quick action, on the spot",with quick action,on the spot,
,with the wind,with the wind,,
"with
accompany","with, accompany","with, accompany",,
"with
added",with; added,with; added,,
"wither
stale","wither, stale","wither, stale",,
wolf,wolf,wolf,,
"woman
female",woman,woman,,
"woman
female","woman, female","woman, female",,
"wonderful
marvelous
excessive","wonderful, marvelous; excessive","wonderful, marvelous; excessive",,
wood,wood,wood,,
"wood
tree","wood, tree","wood, tree",,
work,work,work,,
,work the land,work the land,,
"work
do","work, do","work, do",,
"worn out
sapped
limp
weak","worn out, sapped, limp, weak","worn out, sapped, limp, weak",,
wound,wound,wound,LEX CAT?,
"wound
bruise
bloodshot","wound, bruise, bloodshot","wound, bruise, bloodshot",LEX CAT?,
"wound (V)
hurt","wound, hurt","wound, hurt",,
"wound (V)
shoot","wound, shoot","wound, shoot",,
wrap,wrap,wrap,,
wrap around,wrap around,wrap around,,
wrap up,wrap up,wrap up,,
"wrestle
beat","wrestle, beat","wrestle, beat",,
wring,wring,wring,,
"wring
squeeze","wring, squeeze","wring, squeeze",,
wrinkled,wrinkled,wrinkled,,
write,write,write,,
wrong,wrong,wrong,,
,wrong way,wrong way,,
"wrong
fail","wrong, fail","wrong, fail",,
wrong,"wrong, in error",wrong,in error,
"wrong
inappropriate
 indecent","wrong, inappropriate, indecent","wrong, inappropriate, indecent",,
"wrong
lonely
confused","wrong, lonely, confused","wrong, lonely, confused",,
wrongly,wrongly,wrongly,,
yellow,yellow,yellow,,
yesterday,yesterday,yesterday,,
,yon way,yon way,,
,"yon way, face down","yon way, face down",,
young,young,young,,
,young man,young man,,
"young
new","young, new","young, new",,
your,your (possessive),your,,
youth,youth,youth,,
